content_title,f0_
"Married at First Sight",116980
"WSBT 22 News at 5:30",245
"Fox13 News: Good Day Utah 9AM",501
"The Devil's Own",2293
"Highly Questionable",23799
"CBS 13 News at Six",252
"KOCO 5 News at 9am",1532
"Minnetonka Footwear",1
"Becoming Albertan",2
"Today's Top Tech",2
"KMBC First News",1027
"The Tim McCarver Show",4
"Business In A Box",5
"Los Protagonistas",5
"Tractor Pulling",5
"Fox 43 News Weekend Edition",5
"News 4 San Antonio at 10p",517
"The Leftovers",12037
"The Local Traveler",6
"Mannequin: On the Move",6
"XTERRA Adventures",7
"News 2 at 10pm",519
"Impossible Shots",11
"The VeryVera Show",13
"La Familia P. Luche",13
"A Murder in the Park",16
"KDKA-TV News at Four",786
"Avian X",19
"8 News Now Good Day",1043
"Anderson Cooper 360",56340
"Man of the West",23
"KARK 4 News at 6",280
Cinderella,281
"That '70s Show",21273
"ABC 27 News at Sunrise 6am",27
"Good Day LA at 7am",5918
"Morning News at 8",291
"KHQ News 5:30AM",291
"An Officer and a Gentleman",1062
"The People's Court",21031
"The Paper Chase",48
"Mighty Ships",1586
"Celebrate Easter at Marble Collegiate Church",56
"The Hard Truth",572
"ABC2 News: The Latest at 11",317
"Fox 8 Morning Edition at 5am",319
"Spectrum: A Story of the Mind",70
"BISSELL Pet Hair Eraser! New!",584
Deception,80
"Jingle All the Way",80
"Aqua Teen Hunger Force",4690
"Home Fires on Masterpiece",1109
"NHRA Drag Racing",9814
Rent,87
"Abortion: Stories Women Tell",5467
"KTVU Mornings on 2 at 6am",1372
"I (Almost) Got Away With It",349
"WDRB Morning News at 5",351
"Cheetah: Price of Speed",610
"I Love Lucy",13668
"WBZ News at 5:30",872
"ABC 17 News at 6:30",106
"ABC10 Morning Blend at 5am",106
"NewsCenter 5 EyeOpener at 5:00",1133
"The Circus: Inside the Biggest Story on Earth",622
"MSNBC Live With Hallie Jackson",9582
Ted,15726
"Local 5 News at Noon",111
"Wave 3 News at 5:30",367
"FOX Springfield News at Nine",112
"Pitch Black",115
"Animal Cops Houston",374
"The Chronicles of Narnia: The Lion the Witch and the Wardrobe",6007
"Inside Edition",34172
"Bible Hunters",387
"ABC News 4 at 11:00",134
"WOWT 6 News 10 at Ten",396
Burnt,141
"John Hagee",403
"Hunting the Country",149
"FOX 10 News at 10PM",151
"Taya Beauty Hair Care/Michael Todd Beauty",410
"ABC 4 Utah News at 4:30PM",157
"Newschannel 20 at 6",158
"13 WMAZ Early Mornin'",158
"Fox 66 Mornings",165
"Humongous Moves",936
"Hamlet 2",427
"Good Sex vs. GREAT Sex!",173
"WPBF 25 News at 5:00 PM",432
"Elizabeth Stanton's Great Big World",181
"DreamPoint Outdoors Presents Game of Inches",187
"Fox 29 News at 10",1469
"In America",448
"Watch What Happens Live With Andy Cohen",13761
Tumbledown,195
"WAVE 3 News at 5",195
"FOX19 Morning Xtra",456
"High School Musical 3: Senior Year",712
"Extreme Alaska",8393
"FOX 25 Morning News at 7AM",1995
"El Chavo",6349
"7 News at 7PM",207
"Live at Four",207
"NBC 3 News at 5",211
"News 19 at 6am",211
"Eyewitness News at 8AM",216
"Justice Files",728
"TODAY'S TMJ4 News Live at 12:00PM",217
"Sports Final",219
"John Fogerty",224
"Valerie's Home Cooking",228
"News10 at 10:00",229
"WBTV 3 News at 11pm",487
"The Young and the Restless",67049
"Wedding Showcase",492
"8 News Now at 6PM",240
"WLWT News 5 at 11:00",757
"FOX 35 News at 11pm",248
"Channel 2 News at 5:30",761
"Friends With Benefits",56319
"Gainesville Health Connections",1
"KOMU News at Ten Weekend",1
Antitrust,2
"Eyewitness News at 11pm Sunday",2
"Haiku Tunnel",2
"Of Love and Desire",3
"E-News Exclusive",3
"Autism: Behind the Camera",516
"Channel 2 Action News at 4:00PM",1796
"Dead Man's Gun",5
"FOX19 NOW",5
"Overnight Weather",6
"Crime Stories",6
"UFC Sound Waves",7
"Kiss of Death",7
"Great Day Washington",263
"CBS 2 News at 10PM",1288
"Twiz & Tuck",9
"Ram Outdoorsman",9
"KBOI 2 News on CW",10
"KIRO 7 News at 11PM",523
"Lake Tahoe News Line",12
CJ7,14
"Matter of Fact With Soledad O'Brien",18
"ABC 27 News 12p",21
"The Pizza Show",23
"Guns & Ammo TV",535
"KCTV News This Morning",1307
"Channel 2 Action News at 5:00AM",797
"Lady Commander",31
"WFXR News Good Day Virginia at 7",33
"CBS 2 Sports Central",33
"Kenny Loggins and Friends",34
"The Kids Are All Right",38
"7News at 5pm",41
"Today in the Bay",809
"Caso Cerrado: Edición Estelar",18986
"News 8 at 4pm",1323
"Freaks of Nature",556
Animals,557
"KDKA-TV News at Eleven",557
"The Devil's Brigade",47
"The Big Gun II: Sin City",303
"Rookie Blue",48
"CBS 21 News at 10",50
"Finding Neverland",50
RacerTV,54
"CBS 2 News at 5:00",2870
"NFL Total Access",5174
"2 News at 8",57
"Jaws the Revenge",314
"Living Alaska",5946
"KCAU9 News at 11:30",61
"North Carolina News at 4:30AM",62
"The Skulls",575
"Triple 9",2623
"ABC7 News on KOFY 11:30PM",66
"Valley of the Dolls",71
"Larry King Special Report UPDATE",2633
"The Bucks of Tecomate",1098
"KCRG-TV9 News at 6",338
"Losing Isaiah",90
"THV11 News at 10",347
"Nick Cannon Presents: Wild 'n Out",46683
"8 News at 5PM",97
"My 600-Lb. Life",46435
"Fox 7 Austin News at 5:00",356
"Portland Today",359
"Realtree Outdoors",361
"Action News at 11:00PM",365
"CBS12 News at 3PM",110
"FOX 10 News at 5AM",111
"Parental Control",368
"Wild at Heart",882
"Space's Deepest Secrets",1654
"General Hospital",36990
"Fútbol Mexicano Primera División",127
"Haylie's America",2431
"Fox 14 News at 9",131
"WNEM TV-5 News",387
"Fox 8 Morning Edition at 4:30am",132
"FOX25 News at 5:30pm",138
"Dr. Quinn Medicine Woman",907
"We Are Austin",152
"My40 Local News",152
"Fox 13 News Live at Eleven",412
"Little Women: LA",6308
"10TV News at Noon",422
"Purple Rain",12712
"Bad Teacher",171
Honey,1963
"Morning Joe",36528
"Pittsburgh's Action News 4 at 5",691
"WBRC News at 5:30pm",436
"Defending Your Life",1462
"Face Off",3514
"A Bronx Tale",1727
"Local 15 News at 5pm",195
"WZZM 13 News at Noon",196
"ABC2 News Good Morning Maryland 6:30am",197
"5 Makeup Tips 4 You",6086
"Q13 News This Morning - 9AM Edition",713
"Channel 11 News at 6AM",969
"Fear No Evil",202
"Newschannel 13 Live at 5:30",463
"Good Day at 5AM",1743
"KNDU Local News at 6",209
"News10NBC at Six",210
"FOX 25 News at 10PM",1750
"News 8 Daybreak 5:30am",735
"Good Morning Cincinnati at 8am",224
"Bloomberg Markets: Americas",1250
"The Big Lebowski",3557
"San Antonio Living",242
"Phone Booth",2295
"Your Pretty Face Is Going to Hell",3833
"Sex pills for men. Do they work?",507
"Dumb and Dumber To",252
"Jeepers Creepers",508
"Cash Cab",7164
"Good Day Atlanta 9:00am",1278
"Ring of Honor XXVI: Jay Lethal vs. AJ Styles",1
"The Journey",1
"Jack Kain Ford: Bob and Dave Show",1
"The Perfect Man",769
"Friday Night Beauty",2
"Revival Today with Jonathan Shuttlesworth",2
"WLKY News at 6:00AM",514
"CBS46 News Saturday at 11pm",3
Dallas,4
"Sports of All Sorts",7
"Doctors Clinic",7
"NewsCenter 5 at 6:00",1032
"Space Voyages",11
"Star Wars Rebels",1547
"Celebrity Page",1294
"Just Junie",15
"CWIowa Live",22
"NFL Mock Draft Live",25
"Action News 5:00 AM",538
"Steve's Outdoor Adventures",28
"FOX26 Ten O'Clock News Encore",29
"QYOU ZONE",29
"The Guardian",32
"Bundesliga Highlights Show II",37
"Hollywood Game Night",4645
"FOX8 News at Noon",296
"Lucky Chow",42
"NBC26 Live at 10:00",299
"ABC57 News on CW25 at 7A",45
"Magnificent Obsession",46
"This Week in High School Sports",48
"News 13 at 4:30",48
Enchanted,304
"WSAV News 3: Coastal Sunrise at 5:30",53
"Helicopter Missions",53
Fathom,53
"Zombie House Flipping",57
Aloha,1084
"Live at 5:30",317
"College Softball",1343
"PA Live!",66
"Crimes and Misdemeanors",67
"Sports Jeopardy!",324
"NBC 12 News on CW Richmond",69
"Desperate Hours",70
"NBC5 News 10P",2118
"41 Action News Midday",328
Gattaca,329
"Fox 32 News",76
"Reservoir Dogs",3660
"XXX: State of the Union",334
"Last Girl Standing",82
"Eyewitness News at 5:30pm",83
"ABC 10 News at 6",342
"WJAC-TV News at 6 AM",88
"WAVE Sunrise News at 5:00am",346
"Speed 2: Cruise Control",1116
"Lego Frozen Northern Lights",94
"Good Morning San Antonio at 9am",606
"Don Jon",95
"This Old House",100
Bizaardvark,7269
"KNDU Local News 11 at 11",109
"NBC 25 News at 11",110
"WAND News at 5",110
"2 NEWS at 10:30 on Dayton's CW",110
"WAVE 3 News at 11",369
"Tiny House Nation",370
"13abc Action News at 6:30AM",626
"Cheech & Chong Still Smokin'",1146
AMHQ,8827
"In Time",124
"CBS 2 News Live at 5",125
"2 News at 7",127
"NBC Nebraska Today",131
"Hotel Rwanda",131
"Today in CNY at 6:30am",389
"WVTM 13 News at 6a",391
"The White Queen",904
"Great Day St. Louis",650
"Fast & Furious",139
"Key of David",651
"Spider-Man 2",3212
Rango,146
"Sixteen Candles",148
"Child's Play 3",409
"News 9 at 5:00 PM",673
Reign,15266
"NBC Charlotte at 12:00",164
"2 NEWS at 6pm",167
"Cheetah: Race To Rule",687
"Fox Chicago News at Noon",944
"Daniel Boone",1456
iZombie,5552
"FOX5 News at 5:30pm",435
"WTAJ News at 6:30",181
"The Stepford Wives",439
"The Way of the Gun",1466
"TODAY'S TMJ4 News Live at 5:00",443
"KDKA Morning News on The CW - 7AM",188
"NBC5 News 6P",956
"House Hunters: Where Are They Now?",191
"Dog With a Blog",4543
"Gun Dog",193
"FOX17 News at 5:30pm",195
"Jane Seymour's Secret to Youthful-looking skin",4036
"Good Day OK at 7A",710
"Channel 2 News",1478
"Good Day Alabama",968
"Market Journal",201
"News 5 at 5:00",720
"Winnie the Pooh",209
"Ciudad Delirio",212
"Scream 2",730
"The B1G Show",1242
"The Rundown",6106
Marauders,2528
"WBTV News Prime Time",492
"MSNBC Live With Steve Kornacki",12014
"Person of Interest",751
"Paranormal Activity: The Marked Ones",241
"Puss in Boots",501
Pathfinder,3061
"WAVY News 10 Today at 5am",758
"LOGO by Lori Goldstein",763
"Empire State",253
"Transporter 2",511
"Ascent to Powder",1
"ABC27 Nightside: Extra Edition",1
"Life Expert",2
"Rugged Nation TV",2
"Here Comes Honey Boo Boo",26882
"Fox 25 Late Edition",259
"Dysfunktional Family",4
"TNA Wrestling: Legends",4
"FOX5 News This Morning",3076
"The Expanse",10756
"The Gene Generation",261
"FOX 25 Morning News at 5AM",773
"Defence of the Realm",6
"Radar and Special Events",9
"Xploration Earth 2050",10
"There's No Business Like Show Business",10
"FOX8 10:00 News",524
"Rob on the Road",14
"Evil Dead 2",1294
"Australia's Deadliest Shark Attacks",17
"WTO Sisterhood",18
Singles,21
"News 4 New York at 6",1813
Freedomland,25
"LEX 18 News at 12:30",281
Unbroken,282
"Dino Death Match",32
Monstresses,32
"The Little Chocolatiers",35
"Tattoo Age",38
Stealth,40
"Lone Star Law",36906
Haven,43
"7News at 12pm",51
"Grandma's Boy",1587
"Threatening Sky",52
"I Spit on Your Grave",53
"WCCB News Rising 4:30am",56
"Jimi Hendrix",59
"CBS Austin Morning News",315
21,61
"ABC6 News at 6pm",64
"Hollywood Weapons",66
"KRCG 13 Live at 5:00",68
"Black Mass",837
"First News at 4:30",1094
"FOX 45 In The Morning",327
"5 Eyewitness News at 6:30",839
"Joint Relief - Clinically Proven",2632
Rage,73
"MLB Whiparound",3658
"WMTW News 8 at 11",76
"Stalked at 17",78
"WKYT This Morning at 4:30 AM",81
"Daybreak - Early",339
"7 News at 5:30PM",340
"CBS42: Indy Grand Prix",85
"Newswatch 16 at 5pm",343
"The Hole",90
"The Next Iron Chef: Super Chefs",92
"The Diet of 2017",862
"Drugs Inc.",353
"Q13 News at 10",1121
"X-Men: Apocalypse",14946
"Stargate SG-1",355
"Chronicle: State of Addiction",611
"The Comedy Jam",100
"Eyewitness News 4:30AM",868
"Fox 7 Austin News at Noon",101
"Rock Legends",358
"12 News at 4:30am",107
"Concrete Evidence: A Fixer Upper Mystery",6765
Columbo,6255
"Food: Fact or Fiction?",113
"WMBF News at 5:30",115
"Outdoors in the Heartland",116
"NBC5 Today at 5:30am",884
"NewsFix at 5:30p",123
"WESH 2 News at Noon",379
"News 19 at 6pm",124
"News 8 Today at 4:30",125
"Fox 43 Morning News at 5:00am",125
"Barrett-Jackson Live",382
"Eyewitness News Today",894
"Red Tails",129
"TODAY'S TMJ4 News Live at Daybreak Early Edition I",132
"Fox 2 News Mid-Day",900
Powerless,48781
"Wild Kratts",911
"WTOC THE News at Daybreak 5A",400
"Her Husband's Betrayal",145
Secrets,150
"FOX 35 News at 10pm",1430
"The Irresistible Blueberry Farm",152
"Private Parts",4250
"¡Despierta América!",50587
"Eyewitness Noon News",415
"Bloomberg Real Yield",160
"Oz the Great and Powerful",163
"Newschannel 13 Early Today",419
"Pearl Harbor",10406
"The Fresh Prince of Bel-Air",45990
Everest,427
"KSAT12 Special: Fiesta Fiesta",1968
"The Voice",946
"KPIX 5 News at 5pm",435
"KDKA Morning News-4:30AM",182
"13abc Action News at 5:00AM",185
"Good Morning Cincinnati at 6:00am",700
"WAVE 3 Listens",190
"Bizarre Foods With Andrew Zimmern",454
"Good Day OK at 6A",199
"Bloomberg Surveillance",462
"Action News Live at 11",463
"Beer Money",1231
"Good Day Express",209
"FOX 9 Morning at 7AM",1745
"News 4 at 4",471
"Smart Home",5336
"News Center 7",478
"Gangsters: America's Most Evil",6369
"Good Day Tulsa",226
"The Fifth Wave",1506
"3 News Now Live at 6",227
"Deep Impact",230
"LEX 18 News at Sunrise at 6am",743
"WBTV 3 News at 5pm",1000
"24-Hour Fat Loss",233
"WDRB News at 6",235
"WRAL's 7am News on Fox50",493
"Fox13 News Live at Five",238
"5 Eyewitness News at 6",496
"ABC 7 News at 10",244
"Good Morning Chattanooga",501
"Cesar Millan's Dog Nation",7159
"Fox 4 News at Noon",760
"Durmiendo con mi Jefe",1
"Nightlife Television",1
"41 NBC News at 11PM-Sunday",1
"Twist of Sand",1
"Grudge Race",2818
"Hippo vs. Croc",3
"Zoo Clues",6
Quarantine,266
"BrushPile Fishing",11
"Chiefs Replay",13
"Facets of Diamonique Jewelry",18
"Original Gangstas",18
"News 6 at 5:00p",274
"Brand: A Second Coming",19
Frasier,18452
"FOX49 Morning News",23
"Disturbing Behavior",26
"Confessions of a Dangerous Mind",28
"Crocodile Dundee II",28
"Booze Traveler",285
"MTP Daily",13087
"Hart to Hart",3872
Scorpion,9761
"American Gangster",1063
"Hotel Transylvania",1319
"Comedy Knockout",4903
"WESH 2 News at 11 PM",1321
"The MomsEveryday Show",43
Epic,299
"WLKY News at 5:00PM",301
"13 News at 4:00PM",301
"The Seven Five",2605
"Stuck in the Middle",21293
"The Interpreter",48
"Galaxy Quest",48
"WSLS News at Noon",49
"Action News at 5:00PM",305
"ABC 17 News at 9",50
WordGirl,50
Bull,16178
"41 NBC News at 11PM",51
"House of Games",307
"Celebrity Secrets",54
"FOX 61 News at 5",316
"Big Ten Treasure Hunter",61
"10 This Morning at 4:25am",317
"The Now South Florida",318
"CSN Fast Break",1598
"Good Morning Show",1089
"Action News at 12:30 PM",1348
"Fox 42 KPTM News at Nine",329
"Bitchin' Rides",6475
"The Bridge",76
"KOIN 6 News at 4:30am",76
"KREM 2 News at 6",333
"Big Mommas: Like Father Like Son",9293
"ABC6 News at 6am",80
"Hard Contract",3156
"News 8 at 6pm",2140
"Saturday Night Live",7004
Arrow,10845
"WBZ News at 5",607
"Curious George",7523
"Littlest Pet Shop",1638
"Good Morning Show 4:30am",107
"Species II",4715
ToyMakerz,366
Heartbreakers,111
"FOX 29 Morning News",371
"KHQ News 6PM",371
"News10 at 7:00",117
"Deadly Wives",118
"CBS 2 Morning News",2423
"ABC News 4 at 7:00",121
"WBTV 3 News at Noon",377
"ABC 10 News Mornings at 6am",378
"Dead on Arrival",634
"Good Eats",5755
"The Thin Red Line",6019
"The Transporter",6531
"NewsCenter 5 at 7:00",901
"KREM 2 News at 10pm",134
"Chicago Confidential",142
"Fox 46 News at 10p",398
"Yankees Magazine",145
"ABC 11 Eyewitness News at 5:30PM",920
"WJAC-TV News at 6:30 AM",159
"FOX 29 Ten O'Clock News",415
"FOX 25 Morning News at 4AM",163
"The Twins: Happily Ever After?",677
"Flying Wild Alaska",12198
"13 News at 9 on Fox 17",680
"Eyewitness 11PM News",681
"Total Divas",9386
"Afternoon Live",172
"Xploration Weird but True",434
Legend,435
"WDSU News at 10",435
"Magnum Force",2230
"Good Day Charlotte at 7a",183
"The Hangover Part III",184
"Maze Runner: The Scorch Trials",440
"Forged in Fire",27578
"The King of Queens",56252
"Channel 3 News Extra",190
"Fox 11 Morning News at 4:30 AM",451
207,196
"ABC7 News on KOFY 7PM",198
Stolen,203
"WDSU News This Morning",461
"Eastman's Hunting TV",979
"I'm in Love With a Church Girl",213
"The Herd with Colin Cowherd",469
"NBC 4 Today at 6am",735
"FOX13's Good Day Tampa Bay 8:00A",1249
"NBC 3 News at 5:30",226
Nightline,17643
"WBTV 3 News at 5am",237
Weediquette,4333
"NASCAR Racing",17647
"Worry Free Living",240
"Walker Texas Ranger",5104
"ABC 7 News at 5",246
"Last Call With Carson Daly",11264
"Gridiron Outdoors",1
"Winchester's Deadly Passion",1
"Diary of a Hitman",257
"Casanova Killers",2
Saw,514
"Combate Américas Azteca",3
"Incredible Moment",3
"Trailing the Hunter's Moon",5
"The Honeymooners",7
"Tracks Across Africa",8
"Lambert & Stamp",9
"I Now Pronounce You Chuck and Larry",779
"Shaquille O'Neal Presents: All Star Comedy Jam - Live From Atlanta",12
"Good Will Hunting",268
"In the Zone",271
"Wild America",16
Gangland,21777
Michaela,6164
"House Hunters International",46868
"Fox 8 Morning Edition at 7am",534
Stanhope,279
"Good Morning Reno 6a",281
"Digestive Relief Secrets!",26
"Bering Sea Gold",3866
"First Blood",795
"News 4 New York at 4",2587
"FOX23 News at Ten",284
"Never Fear Power Outages",287
"Glee the Concert Movie",33
"Marijuana: A Chronic History",289
"WSLS 10 Special: Blue Ridge Marathon Preview",34
"States of Undress",34
"Gilmore Girls",7460
"WJCL Morning News at 4:30AM",37
"NHL Live",9254
"Jeepers Creepers 2",296
"Smooth Talker: Trail of Death",11304
"Carolina & Co. LIVE",44
"7News at 5am",46
"WKYT News at 6:30pm on CW",50
"Fox 6 Wake-Up News at 4:30",306
"Handcrafted America",306
"News 4 at Ten",311
"Action News at 4pm",1592
"Weed Country",57
"Out of the Furnace",318
"The Brain That Wouldn't Die",64
"WAND News at 4",65
"The Croods",2627
"Apartment for Peggy",68
"ABC 27 News at Sunrise 6:30am",68
"The Land Before Time: Sing Along Songs",70
"It's Always Sunny in Philadelphia",838
"Basketball Wives",3398
"The Wrestler",327
"Fight Club",4167
"WAVY News 10 at 7 on Fox 43",584
null,3656
"Noticias Noroeste 11P",73
"Burgers Brew & 'Que",73
"Channel 4 News at 6:30",591
"WAVY News 10 at 4",591
"Alaska: The Last Frontier",27216
"News10 at 6:00pm",337
"FOX 25 Sports Wrap",82
"WSAZ NewsChannel 3 Midday",340
"FOX 10 News at 4:30AM",85
"Daybreak Edition",2395
"Barbara Walters Presents American Scandals",93
"Inspector Gadget",606
"Unplugged Nation",612
"Killer's Kiss",101
"Event Horizon",102
"NBC5 News at 5pm",1642
"A Place to Call Home",110
"Bride Wars",113
"The Robert Irvine Show",11122
Predator,2163
"Sheriff Callie's Wild West",7030
"News 2 at 6pm",635
"News 9 at 5:30 AM",635
"BISSELL CrossWave All-In-One-Multi-Surface-Cleaner",380
"Dirty Jobs",36476
"WXII 12 News at 6",382
"Shark Tank",78462
Outnumbered,30846
"J. Cole: 4 Your Eyez Only",4993
"WSAV News 3 at 6:00",131
"15 News at 4",131
"NewsChannel 9 at 6:30",134
"Little Einsteins",10890
"Popstar: Never Stop Never Stopping",140
"Channel 2 News at 11:00 PM",142
"Full Measure With Sharyl Attkisson",146
"WKYT News at 4:00 PM",147
"NBC Connecticut News at 6",403
"NBC Bay Area News at 11AM",408
"Good Morning New Orleans",153
"I Robot",153
"Star of The Hit TV Reality Show",418
"60 Days In",43427
"Scientology: A Student's Descent",8359
"ABC27 News Live at 5",424
"9 On Your Side at 11pm",681
"WSBT 22 News at 6",181
"CBS6 News at 11:00pm",183
"KOLO 8 News Now at 4:30pm",184
Stripes,185
"KCRA 3 Night Team",698
"LYSSE Fashions",701
"Making Money With Charles Payne",2237
"Broken Arrow",190
"NBC Charlotte at 6:00",966
"Tyler Perry's the Family That Preys",1224
"WSAZ First at Five",208
"LEX 18 News at 4",211
Brannigan,489
"Two More Eggs",2283
"Lindner's Fishing Edge",1004
"Tiny House Hunting",23534
"North American Whitetail",244
"Car Matchmaker",3828
"The Lost Boys",759
"11 News at Noon",250
Wolf,15356
"Mystery Science Theater 3000",1
"Clever Solutions",2
"Man on a Tightrope",2
"The Find With Shawn Killinger",2
"Alonzo Bodden: Historically Incorrect",3
"The N' Side Nebraska Show",4
"We Need to Talk",6
"The Obsession of Carter Andrews",6
"Fox 2 News at 11:00pm",774
"Yo-Kai Watch",1030
"A Taste of History",7
"Vanderpump Rules",23559
"KCTV5 News at 10 Weekend",9
Colombiana,780
"Q13 News This Morning",1804
"The Friday Night Final",13
"Fear and Loathing in Las Vegas",1551
"Black Market: Dispatches",16
"Night at the Museum: Secret of the Tomb",275
"Big House U.S.A.",20
"Reefer Madness",20
"Thunder Soul",21
Ant-Man,277
"Addicted to the Outdoors",24
"17 News at 6",282
"Shock Corridor",27
"Origins: The Journey of Humankind",539
"Building Invincible",28
"Fox News at Nine",540
"Al Extremo",31
"12 Eyewitness News at 6 PM",291
"Good Day Columbus 7am",550
"WCCO 4 News This Morning at 6",1838
"CBS46 News at 4pm",560
"Haunted Collector",306
Nashville,819
"Simply Southern",52
"CBS 2 News at 4:30",566
"Fox 5 News at 6:30",1080
"The 10 O'Clock News on KTVU Plus",317
"Fifteen Minutes",63
"Miami Vice",2111
"Tulsa's Channel 8 at 6",320
Riddick,322
"T.D. Jakes",4674
"Fox 29 Morning News at 5a",583
"Vertical Limit",72
"ABC 10 News at 5",330
"WESH 2 News Early Sunrise",843
"KOIN 6 News at 11",332
Boxing,16973
"Independent Lens",335
"News 8 at Noon",847
"UFC Main Event",1105
"Love Don't Cost a Thing",596
"ABC7 News 11:00PM Repeat",87
"ABC 4 Utah News at 10pm",343
Big,95
"Firm Your Aging Neck",98
"Local 15 News at Nine",98
Nature,868
"CBS 11 News at 6PM",1124
"WGXA News at 10",105
"The Real Housewives of Orange County",362
"Captain Phillips",363
"B2: Stealth at War",1900
"FOX 56 Morning Edition",109
"KRON 4 News at 8",883
Bachelorette,119
"Q13 News This Morning - 5AM Edition",376
"Judge Alex",1912
Hockey,123
"2News Today",635
"The Eleven O'Clock News on KTVU Fox 2",1404
"News 3 Live at Six",382
"WBRC News at 10pm",383
"Stranger in My Bed",131
"Today's Take",67718
"The Real Housewives of Atlanta",51846
"Fox Chicago News at Nine",2951
Extremities,137
"Mad About You",398
"Fox 29 Morning News at 4a",398
"KVUE News at 6",399
"The CW Las Vegas News at 10",145
"CBS6 News at 7:00pm",148
"Broadway Boxing",405
"Eyewitness News at 5:30 AM",661
"Fox 11 News at Five",406
"Out of Time",669
"KXAN News Today",925
"The Steve Harvey Show",2206
"The Cleveland Show",26784
"48 Hours on ID",162
"13 WMAZ Eyewitness News at 5",166
"Fox 43 Morning News at 6:00am",173
"WSBT 22 News Midday",179
"Tom Green Live",692
"Field of Dreams",439
"Speed Racer",7096
"The Theory of Everything",441
Tomorrowland,1213
"Edición Digital Nueva York",1469
"NewsChannel 4 at 5:30AM",447
"Today in CNY at 6am",192
"WBRC News at Noon",192
"Despicable Me 2",6081
"NewsChannel 8 Today",1731
"The Bob Newhart Show",202
"WKYT News at 5:00 PM",202
"The Bill Cunningham Show",203
"Perricone MD Cold Plasma Sub-D",2764
"Kansas Today 1",218
"Impractical Jokers: Inside Jokes",18395
"News Channel 9 at 5:00pm",222
"Southern Charm",14562
"News 4 at 5pm",740
"Channel 13 News at 10",745
"FIVE on 2",234
"Gifted: HBO First Look",748
"Spiralize Shred Slice and Blend with Veggie Bullet!",29935
"The Diary of a Teenage Girl",504
"Better Call Saul",19192
Outsider,511
"WBZ News at 11",768
"Wellness Essentials from TriVita",2
"All Access: UNC Lacrosse",3
"The Egyptian",5
"Desafío India",5
"Boteti: The Savage River",6
"Yes Man",7
Hatched,8
"Good Morning Las Vegas at 5AM",264
"Greatest Ever",9
"This Is the End",7179
"Rolling Bones: No Boundaries",12
"Sid and Nancy",14
"KSN News at 5p",274
"Johnny Handsome",21
"Healthy No. 1",22
Psych,11286
"Sports Talk Sunday",25
"The Golf Fix",30
"Our Brand Is Crisis",542
"Fast Food Mania",34
"The Rookies",35
"Fantastic Four",1572
"Back to School",37
"Tyler Perry's Madea's Tough Love",40
"Story of My Mother's Home",41
"KAMR Local 4 News at Six",42
"ABC 27 News at 6pm",42
"American Son",45
Mindhunters,45
"Isaac Mizrahi Live!",816
"Dish Nation",15152
"CBS 13 News Live at 5:30",306
"News 4 at 11",307
"KCRA 3 Reports at 6AM",1843
"13 News at 12p",52
"Crush With Lee & Tiffany",564
"KXAN News at 9",318
"Dragon Ball Super",834
"Fired Up",67
"Signed Sealed Delivered: One in a Million",5700
"Great Day SA",326
"13WHAM News at 10 on Fox Rochester",583
"3 News at Noon",73
"Good Day Philadelphia at 9",1097
"I Love You Phillip Morris",80
"The Children of Huang Shi",83
"Little Miss Sunshine",83
"The Runner-Up",85
"Life in Pieces",600
"Hottest Money-Making Secrets Exposed!",346
"Machine Gun Preacher",91
"WBTW News13 This Morning at 5:30",92
"WSLS 10 at 7",93
"Canada in the Rough",94
"NBC Charlotte Today",95
"Road House",352
"Parking Wars",5475
"Heartland Heritage Outdoors",103
"Good Morning Connecticut at 4:30AM",103
"Real Detective",33127
Looper,872
"Eyewitness News Morning Edition",362
"KSL 5 News Today",618
"Saimdang: Memoir of Colors",108
"No Country for Old Men",1133
Woman,113
"News 4 at Eleven",113
"Contacto Deportivo",8818
"No More Dentures",117
Beethoven,121
"Yellowstone Supervolcano",122
"Talk Show the Game Show",124
"CBS4 News at 10",127
"The Round",895
"News 6 at 5a",128
"Morning News at 4:00am",130
"Eyewitness Morning News at 6AM",644
"Hide and Seek",134
"ABC7 News 11:00PM",390
"Live 5 News at 4p",136
"WJAC-TV News at 6 PM",140
"Newschannel 3 at 4:30am",142
"Pound of Flesh",144
"12 News at Noon",145
"Wynonna Earp",1681
"Newschannel 5 at Noon",404
"CBS6 News at 6:00pm",150
Legion,1430
"Cake Hunters",152
Empire,6813
"News 4 New York",158
"Qué Pobres Tan Ricos",5024
"Who Do You Think You Are?",7840
"FOX13 10:00 News",1441
"Fox Morning News",2468
"FOX5 News at 10:00pm",1189
"The Five-Year Engagement",167
Everstrong,168
"Eyewitness News at 5:00",687
"Mommy's Little Boy",31676
"KCCI 8 News This Morning at 4:30am",189
"The Fugitive",449
"Buy gold at-cost!",709
"NEW Shark Rotator Powered Lift-Away Speed with DuoClean Technology",966
Freeheld,1991
"News 2 at 5pm",714
"IT Cosmetics",5325
"Stranded With a Million Dollars",3289
"The Q",219
"Pawn Stars",5095
"FOX 40 News at 5:00P",235
"TODAY'S TMJ4 News Live at 6:00",499
"Play It to the Bone",245
"Wild Scotland",505
"Fox 29 News at 6PM",509
Girls,19966
"WYFF News 4 at 6pm",511
